sample_id,author,book,mark_index,mark,context,manual_state,notes
S189,joseph_conrad,gutenberg_texts/2021.txt,16752,.,"are a just man,” urged the emissary of Hernandez. “Look at those people who made my compadre a general and have turned us all into soldiers ⟦.⟧ Look at those oligarchs fleeing for life, with only the clothes on their backs. My compadre does not think of that, but our followers may b",dialogue,
S190,joseph_conrad,gutenberg_texts/5658.txt,19041,",","astrous last, she showed an extraordinary martial ardour. It was to her that Dain Waris had gone at once at the first intelligence of danger ⟦,⟧ for you must know that Jim was the only one in Patusan who possessed a store of gunpowder. Stein, with whom he had kept up intimate relatio",dialogue,Marlow's framed oral narration ('you must know' = address to his listeners)
S191,agnes_may_fleming,gutenberg_texts/7063.txt,26347,"""","nt station, and he formed his own surmise. ""Perhaps now, miss, you knows too, where he ought to be took?"" ""No,"" she answered mechanically; ⟦""⟧ I don't know. If you search his pockets, you will most likely find his address. You--you, don't really think he is dead?"" She came a step n",dialogue,
S192,susan_warner,gutenberg_texts/8874.txt,29892,",","ng them. Is the painter Shakspeare?--I don't recollect--"" ""I think Sidney, sir--I am not sure."" ""But still, Mr. Carleton,"" said Mrs Evelyn ⟦,⟧ ""this is only in general--I want very much to know the particulars;--what style of features belonged to this face?"" ""The fairest, I think,",narration,
S193,ethel_m_dell,gutenberg_texts/13547.txt,18909,.,"d I knew she was telling a cram. She knew it too."" ""I know what you said,"" Mordaunt returned with brevity. ""And you are not to say it again ⟦.⟧ Also, I must ask you to bear in mind that when I say a thing I mean it--invariably. I've had more than enough disobedience from you lately.",dialogue,
S194,charlotte_bronte,gutenberg_texts/9182.txt,12759,",","to match, dawned on me by degrees; and at last I took in the complete fact of a pleasant parlour, with a wood fire on a clear-shining hearth ⟦,⟧ a carpet where arabesques of bright blue relieved a ground of shaded fawn; pale walls over which a slight but endless garland of azure forg",narration,
S195,susan_warner,gutenberg_texts/16918.txt,7709,"""","thers. The girls betook themselves to their room, and wore out the long day as they could. It grew to the tempting time of the afternoon. ⟦""⟧ Here they are!"" said Rose who sat at the east window. ""Now for it! That farmer is a very good man. I really didn't expect it."" ""_They?_"" sa",dialogue,
S196,ethel_m_dell,gutenberg_texts/13960.txt,166,",","two people could have formed a stronger contrast--the yacht's captain, fair-bearded, with the features of a Viking--the yacht's owner, dark ⟦,⟧ alert, with a certain French finesse about him that gave a strange charm to a personality that otherwise might have been merely fantastic.",narration,
S197,mildred_wirt,gutenberg_texts/34832.txt,2212,"""","ht be a good idea,"" Penny admitted, though with reluctance. ""Don't be gone long, will you? I thought we might explore some of the trails."" ⟦""⟧ Oh, there's plenty of time for that."" Mr. Parker was noticeably cheerful as he stowed the portable stove in the car and drove away. Not wit",dialogue,
S198,joseph_conrad,gutenberg_texts/2021.txt,16972,.,re gone through with a bleeding heart. The acceptance of accomplished facts may save yet the precious vestiges of parliamentary institutions ⟦.⟧ Don Juste’s eyes glowed dully; he believed in parliamentary institutions--and the convinced drone of his voice lost itself in the stillness,narration,"reported/free indirect speech - no closing quote before 'Don Juste's eyes', so the mark is narrator text"
S199,charlotte_bronte,gutenberg_texts/30486.txt,44630,",","the sheer fiction, is adopted, petted, termed pretty, proper, sweetly natural--the little, spurious wretch gets all the comfits, the honest ⟦,⟧ lawful bantling all the cuffs. Such is the way of the world, Peter; and as you are the legitimate urchin, rude, unwashed, and naughty, you",narration,narratorial aside in the final chapter; uncertain - direct address to a named 'Peter'
S200,charlotte_bronte,gutenberg_texts/30486.txt,4323,"""","doubt not, I shall make her uniformly sedate and decorous, without being unaccountably pensive. I ever disapprove what is not intelligible. ⟦""⟧ ""I don't understand your account in the least. What do you mean by 'unsettled hurries,' for instance?"" ""An example will, perhaps, be the",dialogue,
